Date,Day,Time,Project,Story Card
2022-05-02,Monday,845,Venice,33
2022-05-02,Monday,1000,Venice,stu
2022-05-02,Monday,1015,Venice,33
2022-05-02,Monday,1145,Ops,Talk to Rich
2022-05-02,Monday,1200,Lunch,lunch
2022-05-02,Monday,1300,Venice,33
